SurveyPurpose,Protocol,WaterID,WaterName,SampleDate,Location,Elevation,UTMZone,UTMX,UTMY,INCLUDE,KMB COMMENTS,NewUTMX,NewUTMY,Basin,StationLength,AvgWidth,StationCode,SiteType,SurveyID,Comment,Narrative,USGS
NULL,PRESENCE/ABSENCE,33201,BIG SANDY CREEK,6/14/11,150 M BLW Ramah Reservoir,6162,13,568729,4327990,,,568720,4328015,Arkansas,NULL,NULL,AR0106,NULL,28579,Existing Site,NO FISH SE Record #1198,NO
NULL,PRESENCE/ABSENCE,28971,ARKANSAS R #3B,6/22/11,725 M ABV W 4th St (Dutch Clark Stadium),4668,13,532268,4236054,Exclude,Spot shocking = different protocol?,532269,4236057,Arkansas,NULL,NULL,AR0494,NULL,29034,Existing Site,Spot Shocking. 50 Observations.,NO
NULL,PRESENCE/ABSENCE,28978,ARKANSAS R #3A,6/22/11,Nyberg IFIM 800 M ABV Nyberg RD,4518,13S,551869,4233809,Exclude,Spot shocking = different protocol? ,551849,4233773,Arkansas,NULL,NULL,AR3273,NULL,29212,NULL,Spot shocking. 78 Observations.,NO
NULL,PRESENCE/ABSENCE,28968,ARKANSAS R #2B,6/23/11,1 KM ABV Chicosa Creek,4330,13S,581155,4223529,Exclude,Spot shocking = different protocol? ,581164,4223548,Arkansas,NULL,NULL,AR3266,NULL,28985,Existing Site,Spot Shocking. 51 Observations.,NO
NULL,PRESENCE/ABSENCE,31485,TIMPAS CREEK,6/24/11,2.1 Km BLW HWY 71,4190,13,612857,4202481,,,612854,4202479,Arkansas,400,20,AR2404,NULL,26525,Appears to be 1-pass EF + 1 Seine pass/haul (S2); Existing Site,SE Record #1200,NO
NULL,CPUE,33201,BIG SANDY CREEK,6/28/11,ABV Calhan Hwy,6305,13,561095,4326213,,Method = trapping,561085,4326233,Arkansas,NULL,NULL,AR0309,NULL,28580,Existing Site,SE Record #1202,NO
NULL,CPUE,32780,FOUNTAIN CREEK #3,6/29/11,Fountain Creek Regional Park,5582,13S,524709,4284333,,,524709,4284333,Arkansas,500,71.25,AR3094,NULL,28514,NA,NEW SITE; SE Record #; 1201,NO
NULL,CPUE,32780,FOUNTAIN CREEK #3,7/1/11,200 M N of Bandley Dr & Crest Dr,5518,13S,525017,4281347,,,525015,4281346,Arkansas,500,71.25,AR3096,NULL,28529,NULL,NEW SITE; SE Record # 1203,NO
NULL,CPUE,30052,Horse Creek,7/6/11,1.5 KM ABV CO RD 10,5623,13,591836,4306990,,Method = trapping,591836,4306990,Arkansas,189,6.083,AR2473,NULL,28517,Net records created 5/22/13; Consolidated from 6 close reports,"SER# 1216 POOL 1 x591869 y4307114, POOL 2 x591863 y4307082, POOL 3 x591802 y4306979, POOL 4 x591792 y4306964a, POOL 5 x591784 y4306886, POOL 6 x591800 y4306874",NO
NULL,CPUE,33504,HORSE CREEK,7/7/11,ABV CO RD 10 (#1),5596,13,592535,4305936,,Method = trapping,592535,4305936,Arkansas,NULL,NULL,AR0522,NULL,26837,Net records created 5/22/13; Existing Site,SE Record #1218,NO
NULL,CPUE,30052,Horse Creek,7/7/11,450 M BLW CO RD 149,5732,13S,588760,4308274,,Method = trapping,588744,4308263,Arkansas,NULL,5.38,AR3112,NULL,26838,NULL,SE Record #1219 Two traps over 2-24 hour sets,NO
NULL,CPUE,33504,HORSE CREEK,7/7/11,BLW CO RD 149 (#2 ),5750,13,588431,4308224,,Method = trapping,588431,4308224,Arkansas,NULL,NULL,AR0521,NULL,28584,Net records created 5/22/13; Existing Site,SE Record #1217,NO
NULL,PRESENCE/ABSENCE,33504,HORSE CREEK,7/8/11,1.4 KM BLW CO RD 10,5567,13S,593568,4305453,,Method = trapping,593568,4305453,Arkansas,NULL,4,AR3113,NULL,26883,Corrected watercode 8/5/13,SE Record #1220 No Fish Trapped; Four traps over 1-24 hour sets,NO
NULL,PRESENCE/ABSENCE,33990,UNMANAGED STM AR MJ DRAIN,7/14/11,Big Sandy Creek - 250 M Due S of Hwy 86 exit I-70,5529,13T,601297,4351174,,,601326,4351004,Arkansas,170,2,AR3265,NULL,27319,NULL,No notes recorded,NO
NULL,CPUE,30051,"HORSE CR, LIT, STEELS FK",7/22/11,ABV CO RD 11,5157,13,598379,4283418,,,598379,4283418,Arkansas,216,2,AR0157,NULL,28479,Existing Site,SE Record #1208,NO
NULL,CPUE,30051,"HORSE CR, LIT, STEELS FK",7/22/11,1.3 KM ABV Brett Gray Reservoir,5337,13S,593594,4289911,,,593588,4289915,Arkansas,NULL,NULL,AR3100,NULL,28516,NULL,"NEW Site, SE Record #1207",NO
NULL,CPUE,30051,"HORSE CR, LIT, STEELS FK",7/22/11,4.5 KM BLW CO RD 11,5262,13S,595618,4286976,,,595616,4286973,Arkansas,108,7,AR3102,NULL,28530,NULL,NO FISH SE Record #1209,NO
NULL,CPUE,30051,"HORSE CR, LIT, STEELS FK",7/22/11,1.8 KM ABV Brett Gray Reservoir,5353,13S,593417,4289547,,,593417,4289547,Arkansas,NULL,0.5,AR3099,NULL,28582,NULL,"NEW Site, SE Record #1206",NO
NULL,PRESENCE/ABSENCE,30051,"HORSE CR, LIT, STEELS FK",7/22/11,4.5 KM BLW CO RD 11,5061,13S,601893,4280579,,,601883,4280568,Arkansas,78,15,AR3103,NULL,28583,Existing Site,SE Record #1210,NO
NULL,PRESENCE/ABSENCE,33990,UNMANAGED STM AR MJ DRAIN,8/7/11,100 M ABV Barger St.,5869,13S,517565,4289822,,Method = trapping,517571,4289832,Arkansas,NULL,NULL,AR3114,NULL,26839,NULL,No Fish SE Record #1221 One trap over 1-24 hour set,NO
NULL,CPUE,33990,UNMANAGED STM AR MJ DRAIN,8/7/11,BLW Brown Rd ABV Butts Rd S Of Hospital,5782,13,519322,4285514,,Method = trapping,519343,4285523,Arkansas,566,NULL,AR1919,NULL,26840,Net records created 5/22/13; Existing Site,SER# 1226,NO
NULL,PRESENCE/ABSENCE,32779,NO-NAME STREAM - MILITARY,8/7/11,BLW Small Impact Area-Ft Carson #17,5545,13S,524153,4281212,,Method = trapping,524161,4281297,Arkansas,NULL,NULL,AR3115,NULL,26884,NULL,No Fish SE Record #1222 One trap over 1-24 hour set,NO
NULL,PRESENCE/ABSENCE,33990,UNMANAGED STM AR MJ DRAIN,8/7/11,175 M BLW Titus Blvd,5816,13S,518839,4286053,,,518866,4286123,Arkansas,NULL,NULL,AR3120,NULL,28518,Net records created 5/22/13; Existing Site,SER# 1227,NO
NULL,CPUE,29804,"FOUNTAIN CREEK, LITTLE",8/7/11,Cottonwood Junction Pool 1,5683,13S,519620,4278466,,Method = trapping,519645,4278466,Arkansas,NULL,NULL,AR3116,NULL,28534,Net records created 5/28/13; Consolidated,NULL,NO
NULL,CPUE,33990,UNMANAGED STM AR MJ DRAIN,8/8/11,Cottonwood Spring - 250 M ABV North Side Reservoir Fort Carson,5701,13S,521157,4280097,,Method = trapping,521157,4280097,Arkansas,450,NULL,AR3127,NULL,28480,NULL,SE Record #1234 Four traps over 2-24 hour sets,NO
NULL,PRESENCE/ABSENCE,33990,UNMANAGED STM AR MJ DRAIN,8/9/11,Cottonwood Spring - 500 M ABV North Side Res. Fort Carson #38 Uppermost Pool,5719,13S,521179,4280355,,Method = trapping,521180,4280357,Arkansas,NULL,NULL,AR3128,NULL,28481,NULL,NO FISH SE Record #1235 2 traps over 1-24 hour sets,NO
NULL,CPUE,33990,UNMANAGED STM AR MJ DRAIN,8/9/11,ABV Lylte Pond & Turkey Creek,6243,13,511675,4272983,,Method = trapping.,511675,4272983,Arkansas,NULL,NULL,AR1911,NULL,28586,Net records created 5/22/13; Existing Site,SE Record #1233,NO
NULL,TWO-PASS REMOVAL,32792,FOUNTAIN CREEK #4,8/19/11,1.1 KM ABV Ruxton Creek,6447,13,506559,4302051,,,506559,4302051,Arkansas,241,11.8,AR3287,NULL,27393,NULL,No notes recorded,NO
NULL,TWO-PASS REMOVAL,32792,FOUNTAIN CREEK #4,8/19/11,Fields Park off Beckers Lane,6185,13,509408,4301049,,,509408,4301049,Arkansas,305,10.6,AR3289,NULL,28247,NULL,No notes recorded,NO
NULL,TWO-PASS REMOVAL,32792,FOUNTAIN CREEK #4,8/22/11,BLW Schryver Park Pond,6214,13,508885,4301065,,,508885,4301065,Arkansas,179,12.1,AR3286,NULL,29361,NULL,"Station included outlet channel from Pond.  zero fish were present in channel, distance  not included in station length",NO
NULL,PRESENCE/ABSENCE,28968,ARKANSAS R #2B,8/24/11,1 KM ABV Chicosa Creek,4330,13S,581155,4223529,Exclude,Spot shocking = different protocol? ,581164,4223548,Arkansas,NULL,NULL,AR3266,NULL,28984,NULL,Spot shocking. 56 Observations.,NO
NULL,PRESENCE/ABSENCE,28966,ARKANSAS R #2A,8/24/11,4.3 Km BLW HWY 266 Bridge,4117,13,617287,4211700,Exclude,Spot shocking = different protocol?,617287,4211704,Arkansas,NULL,NULL,AR1813,NULL,29036,Existing Site,Spot shocking. 51 Observations.,NO
NULL,PRESENCE/ABSENCE,28966,ARKANSAS R #2A,8/25/11,3 KM BLW Purgatoire River N of CO RD 15.4 & FF.5 on John Martin SWA,3859,13S,662263,4214610,Exclude,Spot shocking = different protocol? ,662259,4214615,Arkansas,NULL,NULL,AR3271,NULL,29290,NULL,Spot shocking. 59 Observations. OTS,NO
NULL,PRESENCE/ABSENCE,28966,ARKANSAS R #2A,8/25/11,BLW Ditch E of Old Fort Bent on Oxbow SWA,3983,13S,639590,4211932,Exclude,Spot shocking = different protocol? ,639503,4212086,Arkansas,NULL,NULL,AR3275,NULL,29380,NULL,Spot shocking. 65 Observations.,NO
NULL,CPUE,29224,BLACK SQUIRREL CREEK,9/1/11,ABV Chico Creek,4791,13,551998,4250943,,,552106,4250854,Arkansas,166,2.5,AR0474,NULL,26885,Existing Site,SE Record#,NO
NULL,PRESENCE/ABSENCE,29402,CHICO CREEK,9/2/11,Chico Creek South-South of joining Black Squirrel,4777,13S,551816,4250185,,,551805,4250189,Arkansas,106,15.25,AR3004,NULL,28295,"Status=1 for EF, Status=0 for unknown sampling method; Existing Site",Station ID  AR0094 SE Record #,NO
NULL,PRESENCE/ABSENCE,32932,MONUMENT CREEK #2,9/12/11,ABV Gauge ABV Woodmen Rd (07103970),6255,13,515969,4309418,,,516227,4309990,Arkansas,492,19.4,AR0166,NULL,26769,Changed to Station AR0166 from AR3017,"Drainage area 181 sq. miles, 45.2 shocking minutes, Discharge 7.3 cfs USGS Rating, elevation--6270 ft, WT 15.5, SC 556",YES
NULL,PRESENCE/ABSENCE,32780,FOUNTAIN CREEK #3,9/12/11,ABV HWY 16,5624,13,523415,4286394,,,523415,4286394,Arkansas,492,49.2,AR0189,NULL,26770,NULL,"Drainage area 495 sq. miles, 55.2 shocking minutes, Discharge 70 cfs USGS Rating, elevation--5640 ft, WT 24.5, SC 742",YES
NULL,PRESENCE/ABSENCE,32780,FOUNTAIN CREEK #3,9/12/11,BLW I-25 Business Loop,5899,13,515497,4296366,,,515496,4296364,Arkansas,492,33.8,AR0550,NULL,26977,Changed to Station AR0550 from AR3016,"Drainage area 392 sq. miles, 70.6 shocking minutes, Discharge 30 cfs USGS Rating, elevation--5900 ft, WT 22.5, SC 668",YES
NULL,PRESENCE/ABSENCE,30419,MONUMENT CREEK #1,9/12/11,200 M BLW W Bijou St,5970,13,514781,4298520,,,514783,4298519,Arkansas,492,28.2,AR1839,NULL,28803,Existing Site,"Drainage area 235 sq. miles, 44.2 shocking minutes, Discharge 24 cfs USGS Rating, elevation--5980 ft, WT 21.5, SC 597",YES
NULL,PRESENCE/ABSENCE,32778,FOUNTAIN CREEK #2,9/13/11,700 M ABV Old Pueblo Rd,5362,13,528465,4273165,,,528465,4273165,Arkansas,492,64.9,AR1834,NULL,26735,Existing Site,"Drainage area 681 sq. miles, 93.6 shocking minutes, Discharge 41 cfs USGS Rating, elevation--5355 ft, WT 18.5, SC 1010",YES
NULL,PRESENCE/ABSENCE,33528,JIMMY CAMP CREEK,9/13/11,ABV E Ohio Ave,5542,13,527074,4281812,,,527106,4281812,Arkansas,328,7.2,AR2273,NULL,26771,Existing Site,"Drainage area 65.6 sq. miles, 21.0 shocking minutes, Discharge 0.82 cfs USGS Rating, elevation--5530 ft, WT 15.1, SC 2900",YES
NULL,PRESENCE/ABSENCE,32780,FOUNTAIN CREEK #3,9/13/11,400 M BLW Janitell Rd (USGS 07105530),5828,13,518221,4294592,,,518223,4294595,Arkansas,492,50.8,AR3205,NULL,27304,NULL,"Drainage area 413 sq. miles, 100.5 shocking minutes, Discharge 58 cfs USGS Rating, elevation--5840 ft, WT 17.2, SC 752",YES
NULL,PRESENCE/ABSENCE,29757,FOUNTAIN CREEK #1,9/13/11,200 M BLW HWY 50,4692,13,534807,4237630,,,534809,4237630,Arkansas,492,93.5,AR0720,NULL,27308,Existing Site,"Drainage area 926 sq. miles, 53.7 shocking minutes, Discharge 18 cfs USGS Rating, elevation--4705 ft, WT 23.0, SC 1650",YES
NULL,PRESENCE/ABSENCE,32778,FOUNTAIN CREEK #2,9/13/11,ABV Pinon Rd,4993,13,535464,4254691,,,535464,4254691,Arkansas,492,72.2,AR0147,NULL,27466,Existing Site,"Drainage area 849 sq. miles, 60.2 shocking minutes, Discharge 23 cfs USGS Rating, elevation--4990 ft, WT 20.1, SC 1100",YES
NULL,TWO-PASS REMOVAL,29901,GRAPE CREEK #1A,9/14/11,STATION #2: ABV Temple Canyon Road,5785,13S,471536,4251102,Exclude,"""Four electrode array"" does not follow protocol?",471536,4251103,Arkansas,460,26.7,AR2771,NULL,26283,No gear/effort,RBT are Hofer/Colorado River rainbow crosses.  Four electrode array.  Q ~ 25 cfs.  59?F @ 1200,NO
NULL,PRESENCE/ABSENCE,32792,FOUNTAIN CREEK #4,9/14/11,ABV Diversion @ Gauge,6126,13,510582,4300660,,,510582,4300660,Arkansas,492,16.1,AR1854,NULL,27302,Changed to Station AR1854 from AR3018,"Drainage area 103 sq. miles, 37.0 shocking minutes, Discharge 8.5 cfs USGS Rating, elevation--6110 ft, WT 12.5, SC 303",YES
NULL,PRESENCE/ABSENCE,32792,FOUNTAIN CREEK #4,9/14/11,Between 8th St & HWY 24,5962,13,513954,4297859,,,513954,4297861,Arkansas,492,15.4,AR0386,NULL,27778,Existing Site,"Drainage area 119 sq. miles, 15.1 shocking minutes, Discharge 4.37 cfs USGS measured, elevation--6000 ft, WT 15.5, SC 518, storm approaching",YES
NULL,CPUE,32932,MONUMENT CREEK #2,9/19/11,ABV Gauge ABV Woodmen Rd (07103970),6255,13,515969,4309418,,,516227,4309990,Arkansas,137,NULL,AR0166,NULL,28519,Existing Site,SE Record #,NO
NULL,CPUE,31485,TIMPAS CREEK,9/21/11,BLW Bloom Crossing Rd,4749,13,591997,4172466,,,592000,4172465,Arkansas,216,12.75,AR0185,NULL,26886,Existing Site,SE Record #,NO
NULL,THREE-PASS REMOVAL,31485,TIMPAS CREEK,9/21/11,ABV Lone Tree Arroyo,4504,13S,603043,4181599,,,603044,4181593,Arkansas,161,27,AR3132,NULL,28335,Updated protocol for 3-pass removal; 3 seine passes,SE Record #,NO
NULL,TWO-PASS REMOVAL,31485,TIMPAS CREEK,9/21/11,ABV Bloom Crossing RD,4750,13S,592001,4172351,,,591990,4172351,Arkansas,56,23.5,AR3133,NULL,28889,2-pass removal w/ seine,SE Record #1242,NO
NULL,TWO-PASS REMOVAL,31485,TIMPAS CREEK,9/22/11,1 Km BLW CO RD 16.5 (EMAP WCOP 04-R009),4386,13,607941,4187336,,,607940,4187336,Arkansas,114,52.13,AR1693,NULL,26665,2-pass removal w/ seine; Existing Site,SE Record #1244,NO
NULL,PRESENCE/ABSENCE,28959,DEADMAN DITCH,10/13/11,150 M BLW CO RD JJ,3490,13,740638,4220419,,,740632,4220415,Arkansas,150,4.25,AR0619,NULL,26675,Existing Site,SE Record #1245,NO
NULL,TWO-PASS REMOVAL,31497,FOURMILE CR #1,10/13/11,ABV CO RD 9 (FC-04),5836,13,480712,4265473,,,480712,4265473,Arkansas,414.4,13.7,AR2257,NULL,26973,Existing Site,No notes recorded,NO
NULL,TWO-PASS REMOVAL,31497,FOURMILE CR #1,10/13/11,ABV Grandview Ave (FC-05),5262,13,483309,4254618,,,483309,4254618,Arkansas,327.1,21.1,AR2258,NULL,26976,Existing Site,No notes recorded,NO
NULL,MARK/RECAPTURE,28983,ARKANSAS R #4,10/14/11,BLW S 9th St,5306,13,479736,4254600,Exclude,Mark-recapture study,479736,4254598,Arkansas,7920,100,AR0500,NULL,27026,No gear/effort,"Mark/Recapture One brown trout collected in poor condition.  66 longnose dace captured on mark run, 31 on recapture run.  Numerous additional suckers seen but not collected.",NO
NULL,PRESENCE/ABSENCE,29402,CHICO CREEK,10/18/11,1.75 KM ABV Peyton HWY,4925,13S,548918,4258264,,,548930,4258273,Arkansas,146,9,AR3137,NULL,26899,Status=0 for captures via unknown sampling method; status=1 for EF,SE Record #1246,NO
NULL,PRESENCE/ABSENCE,28971,ARKANSAS R #3B,10/19/11,725 M ABV W 4th St (Dutch Clark Stadium),4668,13,532268,4236054,Exclude,Spot shocking = different protocol?,532269,4236057,Arkansas,NULL,NULL,AR0494,NULL,29035,Existing Site,Spot shocking. 71 Observations.,NO
NULL,PRESENCE/ABSENCE,28978,ARKANSAS R #3A,10/19/11,Nyberg IFIM 800 M ABV Nyberg RD,4518,13S,551869,4233809,Exclude,Spot shocking = different protocol? ,551849,4233773,Arkansas,NULL,NULL,AR3273,NULL,29213,Existing Site,Spot shocking. 100 Observations.,NO
NULL,PRESENCE/ABSENCE,28968,ARKANSAS R #2B,10/20/11,1 KM ABV Chicosa Creek,4330,13S,581155,4223529,Exclude,Spot shocking = different protocol? ,581164,4223548,Arkansas,NULL,NULL,AR3266,NULL,28983,Existing Site,Spot shocking. 75 Observations.,NO
NULL,PRESENCE/ABSENCE,28966,ARKANSAS R #2A,10/20/11,4.3 Km BLW HWY 266 Bridge,4117,13,617287,4211700,Exclude,Spot shocking = different protocol?,617287,4211704,Arkansas,NULL,NULL,AR1813,NULL,29037,Existing Site,Spot shocking. 77 Observations.,NO
NULL,PRESENCE/ABSENCE,28966,ARKANSAS R #2A,10/21/11,3 KM BLW Purgatoire River N of CO RD 15.4 & FF.5 on John Martin SWA,3859,13S,662263,4214610,Exclude,Spot shocking = different protocol? ,662259,4214615,Arkansas,NULL,NULL,AR3271,NULL,29291,Existing Site,Spot shocking. 74 Observations.,NO
NULL,PRESENCE/ABSENCE,28966,ARKANSAS R #2A,10/21/11,BLW Ditch E of Old Fort Bent on Oxbow SWA,3983,13S,639590,4211932,Exclude,Spot shocking = different protocol? ,639503,4212086,Arkansas,NULL,NULL,AR3275,NULL,29381,Existing Site,Spot shocking. 75 Observations.,NO
NULL,CPUE,33990,UNMANAGED STM AR MJ DRAIN,10/28/11,Unnamed Trib to Williams Creek - Headwater Spring S of Hanover Road,5302,13S,530514,4270596,,Method = trapping,530498,4270616,Arkansas,441,18,AR3140,NULL,26696,NULL,NEW SITE; SE Record # 1249,NO
NULL,CPUE,33990,UNMANAGED STM AR MJ DRAIN,10/31/11,Unnamed Trib to Williams Creek - Headwater Spring S of Hanover Road,5302,13S,530514,4270596,,Method = trapping,530498,4270616,Arkansas,441,18,AR3140,NULL,26697,Existing Site,NEW SITE; SE Record # 1250,NO
NULL,PRESENCE/ABSENCE,33338,GREENHORN CREEK #1,10/31/11,200 M ABV St Charles River (GC-1),4871,13,532326,4221770,Exclude,Dry,532326,4221770,Arkansas,NULL,NULL,AR1333,NULL,27602,Existing Site,DRY. NO FISH.,NO
NULL,PRESENCE/ABSENCE,33275,ST CHARLES R #1,10/31/11,BLW Burnt Mill Rd or AR2045 (SC-1),5327,13S,518118,4211554,,,518118,4211554,Arkansas,276,20.3,AR3221,NULL,28280,Existing Site,1 Pass,NO
NULL,TWO-PASS REMOVAL,33275,ST CHARLES R #1,10/31/11,200 M ABV Greenhorn Creek (SC-3),4874,13S,532355,4221975,,,532318,4221969,Arkansas,219,6.4,AR3223,NULL,29077,Existing Site,Batch weighed fish lengths and widths are averaged for use with Jakeomatic.,NO
NULL,TWO-PASS REMOVAL,33275,ST CHARLES R #1,11/1/11,200 M BLW Greenhorn Creek (SC-4),4872,13S,532583,4221954,,,532583,4221952,Arkansas,305,10,AR3224,NULL,27746,Existing Site,Batch weighed fish lengths and widths are averaged for use with Jakeomatic.,NO
NULL,TWO-PASS REMOVAL,33275,ST CHARLES R #1,11/1/11,0.5 MI SSE Lime Rd & St Charles Rd (SC-6),4731,13,537435,4227155,,,537448,4227123,Arkansas,402,32.5,AR2901,NULL,28282,Existing Site,Batch weighed fish lenghts and widths are averaged for use with Jakeomatic.,NO
NULL,TWO-PASS REMOVAL,33275,ST CHARLES R #1,11/2/11,ABV 27th Ln (SC-2),4667,13,540841,4229270,,,540841,4229270,Arkansas,284,12.9,AR2085,NULL,28281,Existing Site,Batch weighed fish lengths and widths are averaged for use with Jakeomatic. OTS,NO
NULL,TWO-PASS REMOVAL,33275,ST CHARLES R #1,11/2/11,370 M ABV 27th Ln AR2085? (SC-8),4674,13S,540683,4229021,,,540704,4228994,Arkansas,318,16.5,AR3226,NULL,29078,Existing Site,OTS,NO
NULL,PRESENCE/ABSENCE,33275,ST CHARLES R #1,11/3/11,1.2 KM ABV Business Loop HWY 50 (SC-9),4601,13S,544382,4232437,,,544404,4232443,Arkansas,416,24.7,AR3227,NULL,27603,Existing Site,1 Pass.,NO
NULL,CPUE,33592,TURKEY CREEK,11/9/11,Fort Carson #50 in TA 38,5672,13S,515265,4261278,,Method = trapping,515269,4261274,Arkansas,43,11.5,AR3142,NULL,26666,NULL,NEW SITE; SE Record # 1251,NO
NULL,CPUE,33990,UNMANAGED STM AR MJ DRAIN,11/9/11,BLW Brown Rd ABV Butts Rd S Of Hospital,5782,13,519322,4285514,,,519343,4285523,Arkansas,43.16,14.92,AR1919,NULL,26667,Existing Site,SE Record #1254,NO
NULL,PRESENCE/ABSENCE,33592,TURKEY CREEK,11/9/11,BLW Teller Reservoir Dam Outlet ,5322,13S,513980,4252565,,,513980,4252565,Arkansas,60,22.7,AR3143,NULL,26698,NULL,NO FISH,NO
NULL,CPUE,32779,NO-NAME STREAM - MILITARY,11/9/11,BLW Small Impact Area-Ft Carson #17,5545,13S,524153,4281212,,,524161,4281297,Arkansas,98.4,14.1,AR3115,NULL,26699,Existing Site,SE Record #1253 (repeat for 2011),NO
NULL,PRESENCE/ABSENCE,33592,TURKEY CREEK,11/9/11,TA 38 North of Two Track intersect,5682,13S,515203,4261149,,,515207,4261150,Arkansas,85,16,AR3148,NULL,26700,NULL,NO FISH SE Record #1257 Called Ft. Carson #50 (but different site than SE1251),NO
NULL,PRESENCE/ABSENCE,33592,TURKEY CREEK,11/9/11,ABV W Carrizo Springs Ave,4950,13,515457,4241803,,,515445,4241805,Arkansas,45.6,14.3,AR0063,NULL,26701,Existing Site,NO FISH NEW SITE; SE Record # 1258,NO
NULL,CPUE,29804,"FOUNTAIN CREEK, LITTLE",11/9/11,ABV Butts Rd,5565,13,521787,4277258,,Method = trapping,521786,4277274,Arkansas,17,6.9,AR1912,NULL,27229,Existing Site,SE Record #1256,NO
NULL,CPUE,33990,UNMANAGED STM AR MJ DRAIN,11/9/11,No Name Pond-Military - Cattail Pond BLW Small Impact Area-Ft Carson #37,5544,13S,524179,4281246,,Method = trapping,524183,4281287,Arkansas,294,33,AR3146,NULL,27652,Corrected watercode 8/20/13,SE Record #1255,NO
NULL,MARK/RECAPTURE,28971,ARKANSAS R #3B,11/21/11,BLW Valco Bridge Special regulation stretch (#2),4946,13,526909,4234609,Exclude,Mark-recapture study; ,526911,4234600,Arkansas,3415,88.2,AR3153,NA,26641,NULL,"Mark run 11/17/11 recap run 11/21/11.  Mark Lower Caudal punch.  Q 59.1 (mark run) 61.8 cfs (recap run) at  the above Pueblo gage and approx 95 cfs at station (with hatchery flow addition).  Temp 10-11C (mark run) to 10C (recap run).  Raft settings 30 Hz 80% 2 amps, 2 netters.  Effort  3.5 hrs (includes stoppage time).  Longnose dace, longnose sucker, white sucker present but most were not collected.  UTMS  0526924E 4234611N (Start; 1300 mark run 1230 recap run), 0527754E 4235202N (End; 1630 mark run 1600 recap run).  Station starts at riffle below Valco bridge, directly across from Goodnight building and ends at an open gravel area.  Station length 3415 ft station width 88.2 ft",NO
NULL,MARK/RECAPTURE,28971,ARKANSAS R #3B,11/22/11,Second V Structure TO RR Bridge,4672,13,531413,4236008,Exclude,Mark-recapture study; ,531435,4235994,Arkansas,3334,108.6,AR3295,NULL,26640,Existing Site,Mark run 11/18/2011 recap run 11/22/2011.  Mark,NO
NULL,MARK/RECAPTURE,28971,ARKANSAS R #3B,11/22/11,LoneTree BLW Osprey parking lot (#3),4723,13,526226,4234753,Exclude,Mark-recapture study; ,526216,4234740,Arkansas,3186,94.2,AR3154,NULL,26677,NULL,Mark run 11/17/2011 recap run 11/21/2011.  Uppermost; starts at riffle below concrete bridge abutment pool Mark,NO
NULL,TWO-PASS REMOVAL,33275,ST CHARLES R #1,5/14/12,BLW Burnt Mill Rd or AR2045 (SC-1),5327,13S,518118,4211554,Exclude,different protocol? also no info on survey method(s).,518118,4211554,Arkansas,300.9,22.8,AR3221,NULL,29007,NA,Fish collected for tissue analysis.,NO
NULL,TWO-PASS REMOVAL,33275,ST CHARLES R #1,5/14/12,ABV I-25,4972,13,528783,4219293,Exclude,different protocol? also no info on survey method(s).,528783,4219293,Arkansas,335.6,21.1,AR0078,NULL,30144,NA,Fish collected for tissue analysis.,NO
NULL,PRESENCE/ABSENCE,28971,ARKANSAS R #3B,5/15/12,BLW Pueblo Reservoir Rd @ Gauge,4742,13,524655,4235957,Include?,No info on survey method(s).  ,524657,4235962,Arkansas,NULL,NULL,AR0212,NULL,27998,NULL,Trout were either LOC or RBT.,NO
NULL,TWO-PASS REMOVAL,33275,ST CHARLES R #1,5/15/12,200 M BLW Greenhorn Creek (SC-4),4872,13S,532583,4221954,Exclude,Different protocol?  ,532583,4221952,Arkansas,351,21.1,AR3224,NULL,28950,NA,Fish collected for tissue analysis.,NO
NULL,TWO-PASS REMOVAL,33275,ST CHARLES R #1,5/15/12,0.5 MI SSE Lime Rd & St Charles Rd (SC-6),4731,13,537435,4227155,Exclude,different protocol? also no info on survey method(s).,537524,4227155,Arkansas,393.7,29.2,AR2901,NULL,29008,NA,Fish collected for tissue analysis.,NO
NULL,THREE-PASS REMOVAL,33275,ST CHARLES R #1,5/15/12,200 M ABV Greenhorn Creek (SC-3),4874,13S,532355,4221975,Exclude,different protocol? also no info on survey method(s).,532318,4221969,Arkansas,352,19.4,AR3223,NULL,30146,NA,Fish collected for tissue analysis.,NO
NULL,PRESENCE/ABSENCE,28971,ARKANSAS R #3B,5/15/12,ABV bike path bridge (sucker hole),4742,13,525007,4235953,,,525024,4235971,Arkansas,NULL,NULL,AR3430,NA,30428,parse electro efforts,"Settings: 300V, 30Hz, 40% DC.  Effort: 4876 seconds.  Three netters.  Shocked edges and began upstream of hatchery (above bike path bridge) and shocked 1/2 way to Juniper bridge.  Trout were either LOC or RBT.",NO
NULL,TWO-PASS REMOVAL,33275,ST CHARLES R #1,5/16/12,1.2 KM ABV Business Loop HWY 50 (SC-9),4601,13S,544382,4232437,Exclude,different protocol? also no info on survey method(s).  ,544404,4232443,Arkansas,307.4,19.8,AR3227,NULL,29577,NA,Fish collected for tissue analysis.,NO
NULL,TWO-PASS REMOVAL,33275,ST CHARLES R #1,5/16/12,370 M ABV 27th Ln AR2085? (SC-8),4674,13S,540683,4229021,Exclude,different protocol? also no info on survey method(s).,540704,4228994,Arkansas,322.8,21.2,AR3226,NULL,30148,NA,Fish collected for tissue analysis.,NO
