"","SurveyPurpose","Protocol","Gear","TotalEffort","EffortMetric","WaterID","WaterName","SampleDate","Location","Elevation","UTMZone","UTMX","UTMY","Basin","StationLength","AvgWidth","StationCode","SiteType","SurveyID","SpeciesCode","Status","NewStatus","sameStatus","Catch","Source","mySurveyID"
"3295",NA,"PRESENCE/ABSENCE","S",NA,NA,NA,"Mud Creek","20-Sep-23","1mi N of CR-DD",NA,NA,688559,4212902,"AR",NA,NA,NA,NA,75655,"BBH","S3","S3","S3","7","Non-USGS","688559_20-Sep-23"
"3296",NA,"PRESENCE/ABSENCE","S",NA,NA,NA,"Mud Creek","20-Sep-23","1mi N of CR-DD",NA,NA,688559,4212902,"AR",NA,NA,NA,NA,75655,"SAH","S3","S3","S3","3","Non-USGS","688559_20-Sep-23"
"3297",NA,"PRESENCE/ABSENCE","S",NA,NA,NA,"Mud Creek","20-Sep-23","1mi N of CR-DD",NA,NA,688559,4212902,"AR",NA,NA,NA,NA,75655,"YBH","S3","S3","S3","1","Non-USGS","688559_20-Sep-23"
"3298",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Cucharas River #1","29-Sep-23","1mi DS of Rattlesnake Canyon Confluence - BLM",NA,NA,537010,4182827,"AR",NA,NA,NA,NA,75657,"SNF","E1","E1","E1","41","Non-USGS","537010_29-Sep-23"
"3299",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Cucharas River #1","29-Sep-23","1mi DS of Rattlesnake Canyon Confluence - BLM",NA,NA,537010,4182827,"AR",NA,NA,NA,NA,75657,"FMW","E1","E1","E1","3","Non-USGS","537010_29-Sep-23"
"3300",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Cucharas River #1","29-Sep-23","1mi DS of Rattlesnake Canyon Confluence - BLM",NA,NA,537010,4182827,"AR",NA,NA,NA,NA,75657,"WHS","E1","E1","E1","2","Non-USGS","537010_29-Sep-23"
"3301",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Cucharas River #1","29-Sep-23","1mi DS of Rattlesnake Canyon Confluence - BLM",NA,NA,537010,4182827,"AR",NA,NA,NA,NA,75657,"BBH","E1","E1","E1","1","Non-USGS","537010_29-Sep-23"
"3302",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Cucharas River #1","29-Sep-23","1mi DS of Rattlesnake Canyon Confluence - BLM",NA,NA,537010,4182827,"AR",NA,NA,NA,NA,75657,"SNF","E2","E2","E2","54","Non-USGS","537010_29-Sep-23"
"3303",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Cucharas River #1","29-Sep-23","1mi DS of Rattlesnake Canyon Confluence - BLM",NA,NA,537010,4182827,"AR",NA,NA,NA,NA,75657,"FMW","E2","E2","E2","2","Non-USGS","537010_29-Sep-23"
"3304",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Cucharas River #1","29-Sep-23","1mi DS of Rattlesnake Canyon Confluence - BLM",NA,NA,537010,4182827,"AR",NA,NA,NA,NA,75657,"WHS","E2","E2","E2","1","Non-USGS","537010_29-Sep-23"
"3305",NA,"PRESENCE/ABSENCE","S",NA,NA,NA,"Cucharas River #1","29-Sep-23","1mi DS of Rattlesnake Canyon Confluence - BLM",NA,NA,537010,4182827,"AR",NA,NA,NA,NA,75657,"SNF","S3","S3","S3","3","Non-USGS","537010_29-Sep-23"
"3306",NA,"PRESENCE/ABSENCE","S",NA,NA,NA,"Cucharas River #1","29-Sep-23","1mi DS of Rattlesnake Canyon Confluence - BLM",NA,NA,537010,4182827,"AR",NA,NA,NA,NA,75657,"FMW","S3","S3","S3","2","Non-USGS","537010_29-Sep-23"
"3307",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Purgatoire River #1","9-Oct-23","2.5mi US of Chacuaco Creek Confluence",NA,NA,618665,4156321,"AR",NA,NA,NA,NA,75662,"RDS","E1","E1","E1","63","Non-USGS","618665_9-Oct-23"
"3308",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Purgatoire River #1","9-Oct-23","2.5mi US of Chacuaco Creek Confluence",NA,NA,618665,4156321,"AR",NA,NA,NA,NA,75662,"CCF","E1","E1","E1","42","Non-USGS","618665_9-Oct-23"
"3309",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Purgatoire River #1","9-Oct-23","2.5mi US of Chacuaco Creek Confluence",NA,NA,618665,4156321,"AR",NA,NA,NA,NA,75662,"SMM","E1","E1","E1","40","Non-USGS","618665_9-Oct-23"
"3310",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Purgatoire River #1","9-Oct-23","2.5mi US of Chacuaco Creek Confluence",NA,NA,618665,4156321,"AR",NA,NA,NA,NA,75662,"FHC","E1","E1","E1","27","Non-USGS","618665_9-Oct-23"
"3311",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Purgatoire River #1","9-Oct-23","2.5mi US of Chacuaco Creek Confluence",NA,NA,618665,4156321,"AR",NA,NA,NA,NA,75662,"WHS","E1","E1","E1","19","Non-USGS","618665_9-Oct-23"
"3312",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Purgatoire River #1","9-Oct-23","2.5mi US of Chacuaco Creek Confluence",NA,NA,618665,4156321,"AR",NA,NA,NA,NA,75662,"SNF","E1","E1","E1","14","Non-USGS","618665_9-Oct-23"
"3313",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Purgatoire River #1","9-Oct-23","2.5mi US of Chacuaco Creek Confluence",NA,NA,618665,4156321,"AR",NA,NA,NA,NA,75662,"SAH","E1","E1","E1","6","Non-USGS","618665_9-Oct-23"
"3314",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Purgatoire River #1","9-Oct-23","2.5mi US of Chacuaco Creek Confluence",NA,NA,618665,4156321,"AR",NA,NA,NA,NA,75662,"CPP","E1","E1","E1","3","Non-USGS","618665_9-Oct-23"
"3315",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Purgatoire River #1","9-Oct-23","2.5mi US of Chacuaco Creek Confluence",NA,NA,618665,4156321,"AR",NA,NA,NA,NA,75662,"LND","E1","E1","E1","1","Non-USGS","618665_9-Oct-23"
"3316",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Purgatoire River #1","9-Oct-23","2.5mi US of Chacuaco Creek Confluence",NA,NA,618665,4156321,"AR",NA,NA,NA,NA,75662,"RDS","E2","E2","E2","20","Non-USGS","618665_9-Oct-23"
"3317",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Purgatoire River #1","9-Oct-23","2.5mi US of Chacuaco Creek Confluence",NA,NA,618665,4156321,"AR",NA,NA,NA,NA,75662,"CCF","E2","E2","E2","11","Non-USGS","618665_9-Oct-23"
"3318",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Purgatoire River #1","9-Oct-23","2.5mi US of Chacuaco Creek Confluence",NA,NA,618665,4156321,"AR",NA,NA,NA,NA,75662,"FHC","E2","E2","E2","8","Non-USGS","618665_9-Oct-23"
"3319",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Purgatoire River #1","9-Oct-23","2.5mi US of Chacuaco Creek Confluence",NA,NA,618665,4156321,"AR",NA,NA,NA,NA,75662,"SMM","E2","E2","E2","7","Non-USGS","618665_9-Oct-23"
"3320",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Purgatoire River #1","9-Oct-23","2.5mi US of Chacuaco Creek Confluence",NA,NA,618665,4156321,"AR",NA,NA,NA,NA,75662,"WHS","E2","E2","E2","5","Non-USGS","618665_9-Oct-23"
"3321",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Purgatoire River #1","9-Oct-23","2.5mi US of Chacuaco Creek Confluence",NA,NA,618665,4156321,"AR",NA,NA,NA,NA,75662,"SAH","E2","E2","E2","4","Non-USGS","618665_9-Oct-23"
"3322",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Purgatoire River #1","9-Oct-23","2.5mi US of Chacuaco Creek Confluence",NA,NA,618665,4156321,"AR",NA,NA,NA,NA,75662,"FMW","E2","E2","E2","3","Non-USGS","618665_9-Oct-23"
"3323",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Purgatoire River #1","9-Oct-23","2.5mi US of Chacuaco Creek Confluence",NA,NA,618665,4156321,"AR",NA,NA,NA,NA,75662,"SNF","E2","E2","E2","2","Non-USGS","618665_9-Oct-23"
"3324",NA,"PRESENCE/ABSENCE","S",NA,NA,NA,"Purgatoire River #1","9-Oct-23","2.5mi US of Chacuaco Creek Confluence",NA,NA,618665,4156321,"AR",NA,NA,NA,NA,75662,"RDS","S3","S3","S3","286","Non-USGS","618665_9-Oct-23"
"3325",NA,"PRESENCE/ABSENCE","S",NA,NA,NA,"Purgatoire River #1","9-Oct-23","2.5mi US of Chacuaco Creek Confluence",NA,NA,618665,4156321,"AR",NA,NA,NA,NA,75662,"FHC","S3","S3","S3","242","Non-USGS","618665_9-Oct-23"
"3326",NA,"PRESENCE/ABSENCE","S",NA,NA,NA,"Purgatoire River #1","9-Oct-23","2.5mi US of Chacuaco Creek Confluence",NA,NA,618665,4156321,"AR",NA,NA,NA,NA,75662,"SAH","S3","S3","S3","4","Non-USGS","618665_9-Oct-23"
"3327",NA,"PRESENCE/ABSENCE","S",NA,NA,NA,"Purgatoire River #1","9-Oct-23","2.5mi US of Chacuaco Creek Confluence",NA,NA,618665,4156321,"AR",NA,NA,NA,NA,75662,"SNF","S3","S3","S3","1","Non-USGS","618665_9-Oct-23"
"3328",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Purgatoire River #1","10-Oct-23","",NA,NA,609510,4147147,"AR",NA,NA,NA,NA,75686,"RDS","E1","E1","E1","493","Non-USGS","609510_10-Oct-23"
"3329",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Purgatoire River #1","10-Oct-23","",NA,NA,609510,4147147,"AR",NA,NA,NA,NA,75686,"FHC","E1","E1","E1","204","Non-USGS","609510_10-Oct-23"
"3330",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Purgatoire River #1","10-Oct-23","",NA,NA,609510,4147147,"AR",NA,NA,NA,NA,75686,"SNF","E1","E1","E1","18","Non-USGS","609510_10-Oct-23"
"3331",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Purgatoire River #1","10-Oct-23","",NA,NA,609510,4147147,"AR",NA,NA,NA,NA,75686,"WHS","E1","E1","E1","17","Non-USGS","609510_10-Oct-23"
"3332",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Purgatoire River #1","10-Oct-23","",NA,NA,609510,4147147,"AR",NA,NA,NA,NA,75686,"SAH","E1","E1","E1","17","Non-USGS","609510_10-Oct-23"
"3333",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Purgatoire River #1","10-Oct-23","",NA,NA,609510,4147147,"AR",NA,NA,NA,NA,75686,"SMM","E1","E1","E1","7","Non-USGS","609510_10-Oct-23"
"3334",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Purgatoire River #1","10-Oct-23","",NA,NA,609510,4147147,"AR",NA,NA,NA,NA,75686,"FMW","E1","E1","E1","4","Non-USGS","609510_10-Oct-23"
"3335",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Purgatoire River #1","10-Oct-23","",NA,NA,609510,4147147,"AR",NA,NA,NA,NA,75686,"CCF","E1","E1","E1","2","Non-USGS","609510_10-Oct-23"
"3336",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Purgatoire River #1","10-Oct-23","",NA,NA,609510,4147147,"AR",NA,NA,NA,NA,75686,"LND","E1","E1","E1","1","Non-USGS","609510_10-Oct-23"
"3337",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Purgatoire River #1","10-Oct-23","",NA,NA,609510,4147147,"AR",NA,NA,NA,NA,75686,"RDS","E2","E2","E2","310","Non-USGS","609510_10-Oct-23"
"3338",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Purgatoire River #1","10-Oct-23","",NA,NA,609510,4147147,"AR",NA,NA,NA,NA,75686,"FHC","E2","E2","E2","98","Non-USGS","609510_10-Oct-23"
"3339",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Purgatoire River #1","10-Oct-23","",NA,NA,609510,4147147,"AR",NA,NA,NA,NA,75686,"SNF","E2","E2","E2","11","Non-USGS","609510_10-Oct-23"
"3340",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Purgatoire River #1","10-Oct-23","",NA,NA,609510,4147147,"AR",NA,NA,NA,NA,75686,"WHS","E2","E2","E2","6","Non-USGS","609510_10-Oct-23"
"3341",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Purgatoire River #1","10-Oct-23","",NA,NA,609510,4147147,"AR",NA,NA,NA,NA,75686,"SAH","E2","E2","E2","5","Non-USGS","609510_10-Oct-23"
"3342",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Purgatoire River #1","10-Oct-23","",NA,NA,609510,4147147,"AR",NA,NA,NA,NA,75686,"SMM","E2","E2","E2","5","Non-USGS","609510_10-Oct-23"
"3343",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Purgatoire River #1","10-Oct-23","",NA,NA,609510,4147147,"AR",NA,NA,NA,NA,75686,"FMW","E2","E2","E2","5","Non-USGS","609510_10-Oct-23"
"3344",NA,"PRESENCE/ABSENCE","S",NA,NA,NA,"Purgatoire River #1","10-Oct-23","",NA,NA,609510,4147147,"AR",NA,NA,NA,NA,75686,"RDS","S3","S3","S3","172","Non-USGS","609510_10-Oct-23"
"3345",NA,"PRESENCE/ABSENCE","S",NA,NA,NA,"Purgatoire River #1","10-Oct-23","",NA,NA,609510,4147147,"AR",NA,NA,NA,NA,75686,"FHC","S3","S3","S3","42","Non-USGS","609510_10-Oct-23"
"3346",NA,"PRESENCE/ABSENCE","S",NA,NA,NA,"Purgatoire River #1","10-Oct-23","",NA,NA,609510,4147147,"AR",NA,NA,NA,NA,75686,"FMW","S3","S3","S3","26","Non-USGS","609510_10-Oct-23"
"3347",NA,"PRESENCE/ABSENCE","S",NA,NA,NA,"Purgatoire River #1","10-Oct-23","",NA,NA,609510,4147147,"AR",NA,NA,NA,NA,75686,"WHS","S3","S3","S3","6","Non-USGS","609510_10-Oct-23"
"3348",NA,"PRESENCE/ABSENCE","S",NA,NA,NA,"Purgatoire River #1","10-Oct-23","",NA,NA,609510,4147147,"AR",NA,NA,NA,NA,75686,"SAH","S3","S3","S3","5","Non-USGS","609510_10-Oct-23"
"3349",NA,"PRESENCE/ABSENCE","S",NA,NA,NA,"Purgatoire River #1","10-Oct-23","",NA,NA,609510,4147147,"AR",NA,NA,NA,NA,75686,"SNF","S3","S3","S3","3","Non-USGS","609510_10-Oct-23"
"3350",NA,"PRESENCE/ABSENCE","S",NA,NA,NA,"Purgatoire River #1","10-Oct-23","",NA,NA,609510,4147147,"AR",NA,NA,NA,NA,75686,"RDS","S4","S4","S4","410","Non-USGS","609510_10-Oct-23"
"3351",NA,"PRESENCE/ABSENCE","S",NA,NA,NA,"Purgatoire River #1","10-Oct-23","",NA,NA,609510,4147147,"AR",NA,NA,NA,NA,75686,"FHC","S4","S4","S4","22","Non-USGS","609510_10-Oct-23"
"3352",NA,"PRESENCE/ABSENCE","S",NA,NA,NA,"Purgatoire River #1","10-Oct-23","",NA,NA,609510,4147147,"AR",NA,NA,NA,NA,75686,"SAH","S4","S4","S4","12","Non-USGS","609510_10-Oct-23"
"3353",NA,"PRESENCE/ABSENCE","S",NA,NA,NA,"Purgatoire River #1","10-Oct-23","",NA,NA,609510,4147147,"AR",NA,NA,NA,NA,75686,"FMW","S4","S4","S4","8","Non-USGS","609510_10-Oct-23"
"3354",NA,"PRESENCE/ABSENCE","S",NA,NA,NA,"Purgatoire River #1","10-Oct-23","",NA,NA,609510,4147147,"AR",NA,NA,NA,NA,75686,"CCF","S4","S4","S4","1","Non-USGS","609510_10-Oct-23"
"3355",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Purgatoire River #1","11-Oct-23","0.5mi US of Salt Arroyo Confluence",NA,NA,642488,4185146,"AR",NA,NA,NA,NA,75663,"RDS","E1","E1","E1","237","Non-USGS","642488_11-Oct-23"
"3356",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Purgatoire River #1","11-Oct-23","0.5mi US of Salt Arroyo Confluence",NA,NA,642488,4185146,"AR",NA,NA,NA,NA,75663,"FMW","E1","E1","E1","13","Non-USGS","642488_11-Oct-23"
"3357",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Purgatoire River #1","11-Oct-23","0.5mi US of Salt Arroyo Confluence",NA,NA,642488,4185146,"AR",NA,NA,NA,NA,75663,"SNF","E1","E1","E1","13","Non-USGS","642488_11-Oct-23"
"3358",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Purgatoire River #1","11-Oct-23","0.5mi US of Salt Arroyo Confluence",NA,NA,642488,4185146,"AR",NA,NA,NA,NA,75663,"SMM","E1","E1","E1","6","Non-USGS","642488_11-Oct-23"
"3359",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Purgatoire River #1","11-Oct-23","0.5mi US of Salt Arroyo Confluence",NA,NA,642488,4185146,"AR",NA,NA,NA,NA,75663,"SAH","E1","E1","E1","3","Non-USGS","642488_11-Oct-23"
"3360",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Purgatoire River #1","11-Oct-23","0.5mi US of Salt Arroyo Confluence",NA,NA,642488,4185146,"AR",NA,NA,NA,NA,75663,"CCF","E1","E1","E1","2","Non-USGS","642488_11-Oct-23"
"3361",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Purgatoire River #1","11-Oct-23","0.5mi US of Salt Arroyo Confluence",NA,NA,642488,4185146,"AR",NA,NA,NA,NA,75663,"BBH","E1","E1","E1","1","Non-USGS","642488_11-Oct-23"
"3362",NA,"PRESENCE/ABSENCE","S",NA,NA,NA,"Purgatoire River #1","11-Oct-23","0.5mi US of Salt Arroyo Confluence",NA,NA,642488,4185146,"AR",NA,NA,NA,NA,75663,"RDS","S2","S2","S2","157","Non-USGS","642488_11-Oct-23"
"3363",NA,"PRESENCE/ABSENCE","S",NA,NA,NA,"Purgatoire River #1","11-Oct-23","0.5mi US of Salt Arroyo Confluence",NA,NA,642488,4185146,"AR",NA,NA,NA,NA,75663,"FMW","S2","S2","S2","8","Non-USGS","642488_11-Oct-23"
"3364",NA,"PRESENCE/ABSENCE","S",NA,NA,NA,"Purgatoire River #1","11-Oct-23","0.5mi US of Salt Arroyo Confluence",NA,NA,642488,4185146,"AR",NA,NA,NA,NA,75663,"CCF","S2","S2","S2","5","Non-USGS","642488_11-Oct-23"
"3365",NA,"PRESENCE/ABSENCE","S",NA,NA,NA,"Purgatoire River #1","11-Oct-23","0.5mi US of Salt Arroyo Confluence",NA,NA,642488,4185146,"AR",NA,NA,NA,NA,75663,"BBH","S2","S2","S2","2","Non-USGS","642488_11-Oct-23"
"3366",NA,"PRESENCE/ABSENCE","S",NA,NA,NA,"Purgatoire River #1","11-Oct-23","0.5mi US of Salt Arroyo Confluence",NA,NA,642488,4185146,"AR",NA,NA,NA,NA,75663,"SAH","S2","S2","S2","1","Non-USGS","642488_11-Oct-23"
"3367",NA,"PRESENCE/ABSENCE","S",NA,NA,NA,"Purgatoire River #1","11-Oct-23","0.5mi US of Salt Arroyo Confluence",NA,NA,642488,4185146,"AR",NA,NA,NA,NA,75663,"SMM","S2","S2","S2","1","Non-USGS","642488_11-Oct-23"
"3368",NA,"PRESENCE/ABSENCE","S",NA,NA,NA,"Purgatoire River #1","11-Oct-23","0.5mi US of Salt Arroyo Confluence",NA,NA,642488,4185146,"AR",NA,NA,NA,NA,75663,"WHS","S2","S2","S2","1","Non-USGS","642488_11-Oct-23"
"3369",NA,"PRESENCE/ABSENCE","S",NA,NA,NA,"Purgatoire River #1","11-Oct-23","0.5mi US of Salt Arroyo Confluence",NA,NA,642488,4185146,"AR",NA,NA,NA,NA,75663,"RDS","S3","S3","S3","363","Non-USGS","642488_11-Oct-23"
"3370",NA,"PRESENCE/ABSENCE","S",NA,NA,NA,"Purgatoire River #1","11-Oct-23","0.5mi US of Salt Arroyo Confluence",NA,NA,642488,4185146,"AR",NA,NA,NA,NA,75663,"SAH","S3","S3","S3","1","Non-USGS","642488_11-Oct-23"
"3371",NA,"PRESENCE/ABSENCE","S",NA,NA,NA,"Purgatoire River #1","11-Oct-23","0.5mi US of Salt Arroyo Confluence",NA,NA,642488,4185146,"AR",NA,NA,NA,NA,75663,"SMM","S3","S3","S3","1","Non-USGS","642488_11-Oct-23"
"3372",NA,"PRESENCE/ABSENCE","S",NA,NA,NA,"Purgatoire River #1","11-Oct-23","0.5mi US of Salt Arroyo Confluence",NA,NA,642488,4185146,"AR",NA,NA,NA,NA,75663,"CCF","S3","S3","S3","1","Non-USGS","642488_11-Oct-23"
"3373",NA,"PRESENCE/ABSENCE","S",NA,NA,NA,"Purgatoire River #1","11-Oct-23","0.5mi US of Salt Arroyo Confluence",NA,NA,642488,4185146,"AR",NA,NA,NA,NA,75663,"FMW","S3","S3","S3","1","Non-USGS","642488_11-Oct-23"
"3374",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Cucharas River #1","18-Oct-23","~1mi DS of Keystone Canyon Confluence - BLM",NA,NA,538401,4187834,"AR",NA,NA,NA,NA,75667,"SNF","E1","E1","E1","287","Non-USGS","538401_18-Oct-23"
"3375",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Cucharas River #1","18-Oct-23","~1mi DS of Keystone Canyon Confluence - BLM",NA,NA,538401,4187834,"AR",NA,NA,NA,NA,75667,"FMW","E1","E1","E1","65","Non-USGS","538401_18-Oct-23"
"3376",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Cucharas River #1","18-Oct-23","~1mi DS of Keystone Canyon Confluence - BLM",NA,NA,538401,4187834,"AR",NA,NA,NA,NA,75667,"WHS","E1","E1","E1","29","Non-USGS","538401_18-Oct-23"
"3377",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Cucharas River #1","18-Oct-23","~1mi DS of Keystone Canyon Confluence - BLM",NA,NA,538401,4187834,"AR",NA,NA,NA,NA,75667,"BBH","E1","E1","E1","16","Non-USGS","538401_18-Oct-23"
"3378",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Cucharas River #1","18-Oct-23","~1mi DS of Keystone Canyon Confluence - BLM",NA,NA,538401,4187834,"AR",NA,NA,NA,NA,75667,"FHC","E1","E1","E1","1","Non-USGS","538401_18-Oct-23"
"3379",NA,"PRESENCE/ABSENCE","S",NA,NA,NA,"Cucharas River #1","18-Oct-23","~1mi DS of Keystone Canyon Confluence - BLM",NA,NA,538401,4187834,"AR",NA,NA,NA,NA,75667,"SNF","S2","S2","S2","25","Non-USGS","538401_18-Oct-23"
"3380",NA,"PRESENCE/ABSENCE","S",NA,NA,NA,"Cucharas River #1","18-Oct-23","~1mi DS of Keystone Canyon Confluence - BLM",NA,NA,538401,4187834,"AR",NA,NA,NA,NA,75667,"FMW","S2","S2","S2","4","Non-USGS","538401_18-Oct-23"
"3381",NA,"PRESENCE/ABSENCE","S",NA,NA,NA,"Cucharas River #1","18-Oct-23","~1mi DS of Keystone Canyon Confluence - BLM",NA,NA,538401,4187834,"AR",NA,NA,NA,NA,75667,"BBH","S2","S2","S2","2","Non-USGS","538401_18-Oct-23"
"3382",NA,"PRESENCE/ABSENCE","S",NA,NA,NA,"Cucharas River #1","18-Oct-23","~1mi DS of Keystone Canyon Confluence - BLM",NA,NA,538401,4187834,"AR",NA,NA,NA,NA,75667,"WHS","S2","S2","S2","1","Non-USGS","538401_18-Oct-23"
"3383",NA,"PRESENCE/ABSENCE","S",NA,NA,NA,"Cucharas River #1","18-Oct-23","~1mi DS of Keystone Canyon Confluence - BLM",NA,NA,538401,4187834,"AR",NA,NA,NA,NA,75667,"FMW","S3","S3","S3","2","Non-USGS","538401_18-Oct-23"
"3384",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Cucharas River #1","18-Oct-23","400m DS of Emma Paul Canyon - BLM",NA,NA,537729,4185307,"AR",NA,NA,NA,NA,75668,"SNF","E1","E1","E1","158","Non-USGS","537729_18-Oct-23"
"3385",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Cucharas River #1","18-Oct-23","400m DS of Emma Paul Canyon - BLM",NA,NA,537729,4185307,"AR",NA,NA,NA,NA,75668,"WHS","E1","E1","E1","19","Non-USGS","537729_18-Oct-23"
"3386",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Cucharas River #1","18-Oct-23","400m DS of Emma Paul Canyon - BLM",NA,NA,537729,4185307,"AR",NA,NA,NA,NA,75668,"FMW","E1","E1","E1","16","Non-USGS","537729_18-Oct-23"
"3387",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Cucharas River #1","18-Oct-23","400m DS of Emma Paul Canyon - BLM",NA,NA,537729,4185307,"AR",NA,NA,NA,NA,75668,"BBH","E1","E1","E1","4","Non-USGS","537729_18-Oct-23"
"3388",NA,"PRESENCE/ABSENCE","S",NA,NA,NA,"Cucharas River #1","18-Oct-23","400m DS of Emma Paul Canyon - BLM",NA,NA,537729,4185307,"AR",NA,NA,NA,NA,75668,"SNF","S2","S2","S2","11","Non-USGS","537729_18-Oct-23"
"3389",NA,"PRESENCE/ABSENCE","S",NA,NA,NA,"Cucharas River #1","18-Oct-23","400m DS of Emma Paul Canyon - BLM",NA,NA,537729,4185307,"AR",NA,NA,NA,NA,75668,"FMW","S2","S2","S2","3","Non-USGS","537729_18-Oct-23"
"3390",NA,"PRESENCE/ABSENCE","S",NA,NA,NA,"Cucharas River #1","18-Oct-23","400m DS of Emma Paul Canyon - BLM",NA,NA,537729,4185307,"AR",NA,NA,NA,NA,75668,"BBH","S2","S2","S2","1","Non-USGS","537729_18-Oct-23"
"3391",NA,"PRESENCE/ABSENCE","S",NA,NA,NA,"Cucharas River #1","18-Oct-23","400m DS of Emma Paul Canyon - BLM",NA,NA,537729,4185307,"AR",NA,NA,NA,NA,75668,"WHS","S2","S2","S2","1","Non-USGS","537729_18-Oct-23"
"3392",NA,"PRESENCE/ABSENCE","S",NA,NA,NA,"Cucharas River #1","18-Oct-23","400m DS of Emma Paul Canyon - BLM",NA,NA,537729,4185307,"AR",NA,NA,NA,NA,75668,"SNF","S3","S3","S3","9","Non-USGS","537729_18-Oct-23"
"3393",NA,"PRESENCE/ABSENCE","S",NA,NA,NA,"Cucharas River #1","18-Oct-23","400m DS of Emma Paul Canyon - BLM",NA,NA,537729,4185307,"AR",NA,NA,NA,NA,75668,"FMW","S3","S3","S3","4","Non-USGS","537729_18-Oct-23"
"3394",NA,"PRESENCE/ABSENCE","S",NA,NA,NA,"Cucharas River #1","18-Oct-23","400m DS of Emma Paul Canyon - BLM",NA,NA,537729,4185307,"AR",NA,NA,NA,NA,75668,"WHS","S3","S3","S3","3","Non-USGS","537729_18-Oct-23"
"3395",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Cucharas River #1","18-Oct-23","1mi US of Emma Paul Canyon - BLM",NA,NA,537737,4184029,"AR",NA,NA,NA,NA,75669,"SNF","E1","E1","E1","150","Non-USGS","537737_18-Oct-23"
"3396",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Cucharas River #1","18-Oct-23","1mi US of Emma Paul Canyon - BLM",NA,NA,537737,4184029,"AR",NA,NA,NA,NA,75669,"WHS","E1","E1","E1","38","Non-USGS","537737_18-Oct-23"
"3397",NA,"PRESENCE/ABSENCE","E",NA,NA,NA,"Cucharas River #1","18-Oct-23","1mi US of Emma Paul Canyon - BLM",NA,NA,537737,4184029,"AR",NA,NA,NA,NA,75669,"FMW","E1","E1","E1","29","Non-USGS","537737_18-Oct-23"
